scheme_id,known_feasible,capability_score,price_wan,stroke_mm,rated_thrust_n,peak_thrust_n,speed_mm_s,accuracy_mm,response_time_ms,temp_low_c,temp_high_c,duty_cycle_pct,mass_kg,salt_spray_h,protection_grade,manual_emergency,self_lock,position_feedback,overload_protection,self_diagnosis
VIRTUAL-0446,0,36.1878,12.5199,128.5305,5811.7049,9787.396,78.5696,0.40881,138.007,-13.1141,94.6721,65.3982,9.4511,96.0,55.0,0,1,1,1,0
VIRTUAL-0447,0,34.313,16.5166,157.4826,14174.0793,21229.3008,14.8095,0.60746,279.6017,-55.1181,59.7411,47.9916,16.4637,216.0,65.0,0,0,1,1,0
VIRTUAL-0448,1,24.122,10.011,211.7953,4152.6771,7469.5979,42.4691,0.82001,240.6477,-27.6109,55.4817,29.7185,9.4287,24.0,55.0,1,1,1,1,0
VIRTUAL-0449,1,50.9012,13.7831,116.7377,12274.0972,18773.3175,7.0288,0.15441,262.8397,-58.5092,57.6284,66.9067,13.3815,24.0,55.0,0,1,1,1,1
VIRTUAL-0450,1,52.2938,19.2486,169.4162,13427.3931,20890.6811,40.9712,0.9792,236.0462,-13.6209,98.4233,55.3531,16.6303,240.0,67.0,1,1,1,1,1
VIRTUAL-0451,1,49.9032,16.1617,188.4694,13655.3132,21892.3671,35.7226,0.11753,227.0029,-17.7158,59.177,67.0239,13.6633,0.0,54.0,1,0,1,1,1
VIRTUAL-0452,0,34.4975,14.7019,53.2523,13119.4779,19704.7618,31.7316,0.58844,237.6059,-22.7552,87.9444,51.2647,11.1485,120.0,55.0,0,0,1,1,0
VIRTUAL-0453,1,31.021,15.6283,177.1196,10335.3514,17631.3198,25.7045,0.63909,292.7353,-32.6583,73.3483,43.7459,15.0834,168.0,65.0,0,0,1,1,1
VIRTUAL-0454,1,45.2478,17.6472,161.3761,15372.7223,23175.7344,26.0747,0.96625,264.6823,-49.9332,61.3969,80.1932,15.025,48.0,55.0,1,0,1,1,0
VIRTUAL-0455,1,55.8852,17.1643,130.7501,16470.8668,24248.722,48.3005,0.95244,216.1806,-40.9714,89.4503,87.0866,14.0104,0.0,55.0,0,1,1,1,1
VIRTUAL-0456,1,49.509,13.0268,92.1287,4565.5893,7466.2989,54.807,0.06564,173.6965,-36.4615,72.631,95.3717,7.4327,72.0,55.0,1,1,1,1,1
VIRTUAL-0457,1,39.7639,14.6091,125.531,11132.2289,18346.6513,32.7716,0.36195,265.1839,-56.3872,60.0343,80.8726,12.8105,120.0,55.0,1,1,0,1,1
VIRTUAL-0458,1,43.361,13.1039,187.4855,5643.9541,8050.8138,30.5317,0.64969,260.672,-45.9912,89.4289,53.0501,11.8741,240.0,68.0,0,1,0,1,0
VIRTUAL-0459,1,36.6412,14.1503,75.9904,8345.3695,13030.3837,79.0324,0.49587,137.1658,-30.4982,75.6825,37.4204,10.3128,96.0,55.0,0,1,1,1,1
VIRTUAL-0460,1,65.0892,19.2088,98.5441,13589.0825,21300.3921,76.4433,0.63336,140.4897,-47.5057,91.6916,69.4367,14.4554,72.0,65.0,1,1,1,1,1
VIRTUAL-0461,0,41.5498,17.67,177.2378,13226.4617,21514.8997,10.0652,0.86881,316.8323,-56.8457,92.0572,79.7815,16.9967,120.0,65.0,0,1,1,1,0
VIRTUAL-0462,1,44.6443,14.1479,73.6091,12190.8222,16940.2243,33.2311,0.92439,260.2455,-29.8471,74.8612,92.1027,10.923,0.0,54.0,0,1,1,1,1
VIRTUAL-0463,0,14.4557,16.8964,154.3087,15415.4508,23856.4044,55.8902,0.83336,202.368,-54.2092,62.4435,77.79,15.3692,96.0,55.0,0,0,0,0,1
VIRTUAL-0464,1,56.4957,18.9808,71.6077,10612.4032,15415.2552,49.1885,0.89472,208.9163,-33.5888,88.9651,85.186,15.5538,240.0,68.0,1,1,1,1,0
VIRTUAL-0465,1,41.9724,14.146,216.7859,9922.0174,15468.722,36.1882,0.23062,214.1037,-50.4428,98.6418,60.4056,13.1946,120.0,55.0,1,0,1,1,0
VIRTUAL-0466,1,32.1551,10.3001,109.9286,4528.821,7102.4691,10.8475,0.6074,293.7003,-11.5361,77.1677,68.4463,6.6731,48.0,55.0,1,1,1,0,1
VIRTUAL-0467,1,37.968,11.5563,204.2391,4882.7203,8611.7449,58.0078,0.38796,191.3545,-28.4433,55.7965,68.4936,8.0742,0.0,55.0,0,1,1,1,1
VIRTUAL-0468,1,35.1619,12.2611,193.8512,4295.2471,7520.6092,63.8269,0.90645,197.3573,-21.8131,69.6123,78.1542,8.0838,24.0,55.0,0,1,1,0,1
VIRTUAL-0469,1,43.6352,11.7294,167.7025,7543.1068,11293.5961,48.8165,0.43811,232.2466,-46.8012,97.9818,22.2629,11.0313,24.0,55.0,1,0,1,1,0
VIRTUAL-0470,1,55.6815,17.7601,65.4831,16679.7876,24622.1881,68.6691,0.19044,182.8125,-14.4922,95.7823,71.9392,13.8618,96.0,55.0,1,1,1,1,0
VIRTUAL-0471,0,30.7036,12.9752,121.7828,6216.998,10835.34,42.0136,0.48796,221.2085,-49.5102,59.2936,49.8426,10.4729,240.0,65.0,0,1,1,1,0
VIRTUAL-0472,1,35.7316,10.2724,194.2051,4822.0712,7016.0848,18.2045,0.33531,263.751,-55.7307,84.3278,34.324,9.9461,24.0,55.0,0,1,1,0,1
VIRTUAL-0473,1,55.4168,14.6435,83.012,13461.7865,20695.6565,34.6386,0.16951,222.6268,-46.9273,61.7265,60.5079,13.7259,72.0,55.0,0,1,1,1,0
VIRTUAL-0474,1,46.0639,17.8789,72.9595,10717.7757,16062.8972,67.4093,0.3997,187.3174,-16.7199,98.2549,34.7623,13.2698,168.0,65.0,0,1,1,1,0
VIRTUAL-0475,0,30.3,14.7319,194.527,15304.9186,22940.5465,40.2859,0.32719,208.4618,-56.113,90.0891,72.0234,16.7881,120.0,55.0,0,0,0,1,0
VIRTUAL-0476,0,42.7129,16.3433,125.3158,13552.6267,20161.5543,68.647,0.23365,157.7999,-22.362,75.1472,55.4709,13.4113,120.0,55.0,0,1,0,1,0
VIRTUAL-0477,1,39.1,13.1832,136.3019,13234.5635,20029.9016,18.6882,0.56523,271.6887,-25.1935,86.5506,24.123,13.5798,72.0,55.0,0,0,1,1,0
VIRTUAL-0478,1,22.198,14.8584,107.5169,8590.8965,12532.7512,5.8251,0.59451,284.4849,-20.4743,79.8872,74.4867,11.4345,168.0,65.0,0,0,1,0,1
VIRTUAL-0479,1,46.954,15.3914,156.4437,12210.3241,18640.5774,13.311,0.25059,289.3561,-26.2791,87.8788,93.7753,13.2767,0.0,55.0,1,0,1,0,0
VIRTUAL-0480,1,41.973,16.23,105.2755,15204.3551,22690.6092,7.061,0.63695,313.6325,-54.1693,76.0992,69.7633,15.1513,168.0,55.0,1,0,1,1,1
VIRTUAL-0481,1,36.9798,14.5268,215.008,12150.7103,18746.7575,30.3527,0.4199,271.1516,-11.7928,97.7295,91.7458,13.4516,96.0,55.0,0,1,1,1,0
VIRTUAL-0482,1,41.4155,12.9543,216.444,12155.5942,17925.4712,48.7143,0.40902,222.3993,-10.3848,60.1515,36.5517,12.4026,0.0,54.0,1,1,1,1,0
VIRTUAL-0483,1,46.6863,13.8939,122.8526,12083.7675,18704.2165,46.5898,0.46154,203.4488,-36.1851,71.8053,28.3438,11.877,48.0,55.0,1,1,0,1,1
VIRTUAL-0484,1,28.1763,13.9035,154.4456,7627.9009,12478.8871,5.7402,0.47567,327.9503,-39.2788,84.0878,46.7697,13.1612,216.0,65.0,0,0,1,1,0
VIRTUAL-0485,0,30.221,16.1333,196.5674,11912.6969,16966.4005,74.5099,0.99721,177.177,-21.0984,60.9383,67.4277,14.0949,120.0,55.0,0,1,1,1,0
VIRTUAL-0486,0,49.0528,15.7035,95.7409,6928.9627,10783.3597,62.7094,0.2302,159.9309,-59.862,88.1974,98.6014,10.5935,168.0,66.0,0,1,1,1,0
VIRTUAL-0487,1,57.1731,16.8732,175.4653,11404.5967,16688.5509,85.6579,0.64023,116.2125,-55.0535,62.676,70.8252,14.7761,72.0,55.0,0,1,1,1,0
VIRTUAL-0488,1,23.4721,11.7667,179.8497,7388.6964,12655.8393,18.7908,0.70607,291.224,-14.5056,66.8459,74.6607,10.2775,96.0,55.0,1,1,1,1,0
VIRTUAL-0489,1,25.9651,11.7445,189.5636,4487.0763,6000,62.215,0.40067,160.9182,-22.2053,83.0802,61.0909,9.9776,0.0,55.0,0,0,1,1,0
VIRTUAL-0490,1,58.0395,19.4075,88.4877,17383.6677,26728.8909,35.162,0.1976,239.8466,-24.7121,89.1895,62.1883,15.5255,0.0,55.0,0,1,1,1,1
VIRTUAL-0491,1,33.3982,10.9865,212.3156,8371.4841,14091.106,54.6478,0.80577,199.6353,-19.642,62.2475,40.8508,12.8977,0.0,55.0,1,1,0,1,0
VIRTUAL-0492,0,58.0252,21.7467,129.2761,17921.7322,26612.5171,58.8186,0.61176,190.6929,-51.3784,87.0603,73.0929,19.7834,240.0,65.0,0,0,1,1,1
VIRTUAL-0493,1,46.3211,16.4944,98.0747,15706.9144,23265.0553,87.1257,0.22736,100.8501,-13.4424,93.0329,64.3796,12.8936,0.0,55.0,0,1,1,0,0
VIRTUAL-0494,1,52.9808,14.2852,167.0956,8764.0236,14127.1727,71.0444,0.1752,164.3817,-34.1669,69.4085,60.0375,10.7652,48.0,55.0,1,0,1,1,1
VIRTUAL-0495,1,49.462,13.4767,63.9385,4808.2649,7988.2087,81.7403,0.07095,153.2872,-25.6848,63.3043,72.4225,6.5676,48.0,55.0,1,0,1,1,0
VIRTUAL-0496,1,37.9311,16.8401,173.6643,15088.9862,21284.1856,33.0488,0.88595,240.145,-10.9527,89.8011,95.8255,17.0536,120.0,55.0,1,1,1,1,0
VIRTUAL-0497,0,23.674,14.9124,156.9011,8960.2591,11611.7126,44.1743,0.49491,220.1023,-44.7512,94.727,27.7047,11.7722,120.0,65.0,0,1,1,1,1
VIRTUAL-0498,1,56.7728,16.5258,53.7965,5355.9956,7768.1178,40.0249,0.26473,206.7303,-52.0116,92.9743,95.6209,12.4628,240.0,68.0,0,1,1,1,1
VIRTUAL-0499,1,52.2406,13.3277,127.101,5504.37,9359.0858,83.152,0.53213,109.0351,-44.2667,68.8636,82.245,7.6719,0.0,55.0,0,1,1,1,0
VIRTUAL-0500,1,36.4864,12.4142,182.689,8172.7117,12460.8019,21.6639,0.44536,247.1843,-13.4806,74.3564,42.7401,10.518,48.0,55.0,1,1,1,1,1
VIRTUAL-0501,1,35.799,12.3121,143.0956,5100.4511,8256.1976,76.8436,0.76272,167.1668,-14.3925,56.9041,82.3812,7.8984,0.0,55.0,1,1,1,1,1
VIRTUAL-0502,1,27.0595,11.7619,179.0902,7639.3622,10933.9904,18.9053,0.24522,287.7797,-41.132,63.5214,73.1183,9.7778,120.0,65.0,0,0,1,0,0
VIRTUAL-0503,1,39.9021,14.8108,114.6997,10091.4776,15120.8284,22.0791,0.1113,271.8631,-16.1172,56.6183,85.637,10.3413,0.0,54.0,0,0,1,1,1
VIRTUAL-0504,1,50.4617,16.3405,192.7522,15017.9087,22648.8841,40.0753,0.29783,197.4555,-27.5548,72.4632,72.3993,15.377,0.0,54.0,0,0,1,1,1
VIRTUAL-0505,1,32.1912,12.4877,154.5715,4221.2936,6000,43.156,0.81414,249.3557,-55.6864,59.5362,79.5069,8.8602,0.0,54.0,0,1,1,1,1
VIRTUAL-0506,1,72.59,20.6525,106.4694,15692.0728,25614.4705,89.8483,0.66547,122.8088,-29.4964,94.2182,21.4441,14.8849,240.0,68.0,1,0,1,1,1
VIRTUAL-0507,1,61.0541,19.532,182.338,17537.6454,28068.8789,73.0742,0.80716,159.5873,-22.8819,77.0883,93.3516,16.8493,72.0,55.0,0,1,1,1,1
VIRTUAL-0508,1,46.4941,15.2956,178.8729,17161.7593,26326.5433,46.8733,0.98111,254.9769,-21.7651,89.1513,39.8046,14.6994,0.0,55.0,0,0,1,1,0
VIRTUAL-0509,1,56.639,13.972,205.4695,13041.6295,19403.4217,63.25,0.27158,174.8801,-16.7983,78.4745,91.9345,14.2469,72.0,55.0,0,0,0,1,0
VIRTUAL-0510,1,37.2635,15.0767,74.3797,9039.3123,13695.9435,50.2665,0.29874,237.4315,-50.2601,82.8005,66.0996,12.3963,96.0,55.0,0,1,1,1,1
VIRTUAL-0511,1,41.7063,17.3616,208.1998,8805.8031,13697.1701,24.5477,0.24918,262.7706,-18.2341,86.1062,94.2472,13.9546,216.0,65.0,1,1,1,1,1
VIRTUAL-0512,1,28.1894,10.3434,68.9849,5580.8719,8769.1101,30.3045,0.59945,241.8426,-15.4771,58.9343,35.9605,7.036,24.0,55.0,1,1,1,1,1
VIRTUAL-0513,1,38.2451,15.061,207.6216,8294.5359,12612.8661,74.2568,0.48902,179.021,-24.3377,86.6425,66.1082,11.7053,120.0,55.0,0,1,0,1,1
VIRTUAL-0514,1,51.8526,14.7554,120.1547,10778.0528,16795.265,77.618,0.54185,131.5212,-43.0382,61.5462,57.5975,9.6515,24.0,55.0,0,0,1,1,0
VIRTUAL-0515,1,35.2789,16.0512,171.4544,12531.5655,19040.6978,53.7928,0.52181,231.6224,-24.0049,77.5068,43.7701,13.5097,96.0,55.0,0,0,1,1,1
VIRTUAL-0516,1,57.0515,18.019,199.422,15135.9342,22513.7459,87.7913,0.29839,80.6799,-17.3097,96.5833,99.7827,16.8545,48.0,55.0,0,1,0,1,1
VIRTUAL-0517,1,48.6478,20.2775,180.9257,16935.984,25054.9923,41.2843,0.98598,239.1823,-51.2806,60.6118,92.9696,19.0513,96.0,65.0,1,1,1,1,1
VIRTUAL-0518,1,38.1973,15.697,138.63,4882.6513,7971.2206,85.426,0.55895,86.8516,-27.7018,88.8397,55.5698,10.7488,96.0,65.0,1,1,1,1,0
VIRTUAL-0519,1,38.7928,12.4659,112.7249,7800.3951,12214.2081,31.0888,0.33266,256.6369,-31.7534,76.7312,24.5505,7.7005,24.0,54.0,0,1,1,1,0
VIRTUAL-0520,1,38.0089,17.2366,208.1209,17778.805,24884.737,52.703,0.94074,217.4955,-59.1968,79.4422,61.2247,18.3453,0.0,55.0,0,0,0,1,1
VIRTUAL-0521,1,36.9768,14.2161,66.1374,12404.3634,19071.6484,47.0788,0.6007,234.4229,-54.4316,58.9864,32.5092,13.0726,120.0,65.0,0,0,1,1,0
VIRTUAL-0522,1,34.6079,21.3391,170.1424,16394.1599,24155.3345,35.365,0.9934,282.0314,-23.3268,63.3572,45.8396,18.5576,240.0,68.0,0,1,0,1,1
VIRTUAL-0523,1,52.8803,13.9895,127.5249,12847.3437,19114.4634,29.9539,0.33155,250.1669,-54.6299,62.0455,67.8427,14.9364,0.0,55.0,0,0,1,1,1
VIRTUAL-0524,1,38.6113,11.9126,184.4145,8105.642,11965.7738,21.2846,0.08562,260.0631,-14.9585,75.6653,67.9827,9.6526,0.0,55.0,1,1,0,1,0
VIRTUAL-0525,1,43.2282,16.2436,176.8094,8937.3564,16732.4534,80.1528,0.61952,149.3009,-25.4922,96.8698,97.3404,14.6791,120.0,65.0,0,0,1,1,0
VIRTUAL-0526,1,21.2248,16.8165,145.8531,14672.963,22519.5115,56.6858,0.47073,167.4993,-12.3974,74.7237,72.8634,16.188,168.0,65.0,0,1,0,0,1
VIRTUAL-0527,1,53.5688,16.4558,127.123,13017.9913,18948.0839,69.7685,0.75939,145.0117,-52.0708,61.455,77.5283,13.826,0.0,54.0,1,1,1,1,1
VIRTUAL-0528,1,60.7112,18.8532,137.0842,14287.2355,20420.9758,89.0554,0.45064,87.9721,-54.3214,64.6167,96.2797,15.1692,0.0,55.0,0,1,1,1,1
VIRTUAL-0529,0,23.0658,17.6798,140.8245,14838.1949,22069.7435,61.574,0.73024,167.674,-28.8811,90.4198,69.3927,15.039,96.0,65.0,1,1,0,0,1
VIRTUAL-0530,1,30.8777,12.7616,207.5878,4050.2894,6000,83.1943,0.49917,118.0659,-17.202,77.4909,88.6812,9.7223,168.0,65.0,0,0,0,0,0
VIRTUAL-0531,1,43.3501,14.1907,194.6726,15839.7169,22765.0271,6.9114,0.56788,340,-25.225,91.3264,33.2817,15.0134,24.0,54.0,0,1,1,1,0
VIRTUAL-0532,1,38.5114,13.4485,129.2645,5556.9292,9063.5947,62.9608,0.63894,194.8331,-39.9574,98.3544,58.9901,11.0553,120.0,65.0,0,1,1,1,1
VIRTUAL-0533,1,46.9674,14.3849,128.4772,12372.8864,20137.6341,18.0833,0.55262,261.1033,-25.9824,81.0124,55.3875,11.1357,0.0,54.0,1,0,1,1,0
VIRTUAL-0534,1,35.9116,12.9599,140.9842,8301.6251,11513.4658,14.0718,0.48433,273.4087,-55.2957,98.4373,48.8152,14.6069,216.0,66.0,0,1,1,1,0
VIRTUAL-0535,1,34.2117,13.9034,134.4632,8097.477,12941.376,9.7434,0.94232,293.7045,-22.8117,92.838,87.8967,12.6445,0.0,55.0,0,1,1,1,1
VIRTUAL-0536,0,26.1735,13.1489,72.0907,5002.0924,7908.1999,39.4198,0.79701,243.6533,-15.7232,68.9747,99.7633,10.0409,240.0,66.0,0,0,1,1,0
VIRTUAL-0537,1,29.3489,15.7497,92.4644,9255.8278,13807.2861,56.6494,0.94976,200.5316,-32.4995,55.2708,54.475,11.0825,120.0,65.0,0,0,1,1,1
VIRTUAL-0538,1,44.1418,13.2882,138.8055,7649.0306,11759.883,51.6785,0.21066,193.6728,-15.3815,69.754,55.7328,9.4387,72.0,55.0,0,0,1,1,1
VIRTUAL-0539,1,41.8338,16.1657,115.378,13167.7066,19994.8393,31.2906,0.27495,227.0005,-43.93,74.2163,89.8933,11.4693,0.0,54.0,0,1,1,0,1
VIRTUAL-0540,1,45.0468,13.6643,213.3666,12329.1127,17224.1005,40.7904,0.90804,193.5274,-30.8791,81.6063,24.2136,14.3022,48.0,54.0,1,1,1,1,0
VIRTUAL-0541,1,62.5749,16.4131,88.5439,15464.8249,23341.221,85.0982,0.47112,137.5527,-11.1468,95.4361,58.7869,13.625,0.0,54.0,1,1,1,1,0
VIRTUAL-0542,1,42.7068,12.5012,158.1924,5106.1043,7402.4666,67.0262,0.16505,147.5175,-45.8531,66.875,64.9529,10.9215,48.0,55.0,0,0,1,1,0
VIRTUAL-0543,1,57.8987,16.6497,64.0187,17000.1156,25785.1452,61.2515,0.95131,188.8747,-56.4749,78.9839,67.9463,16.0084,0.0,54.0,0,1,1,1,0
VIRTUAL-0544,0,37.1392,15.5514,52.6034,8859.9667,13686.5775,49.9382,0.76578,189.7235,-38.1268,57.0931,60.8955,11.7474,216.0,65.0,0,1,1,1,1
VIRTUAL-0545,1,33.5895,15.2736,90.802,7950.948,11443.3864,67.346,0.80955,163.5634,-13.0484,97.8123,87.3935,11.5235,216.0,65.0,0,0,0,0,1
VIRTUAL-0546,1,42.0139,15.9928,126.666,10595.6448,15799.9747,57.7762,0.31267,179.8808,-22.857,56.9396,95.082,12.8421,168.0,65.0,1,0,0,1,1
VIRTUAL-0547,1,30.459,15.7734,61.2369,8533.0735,12932.4107,62.7658,0.95053,186.3347,-59.016,57.2412,51.0115,10.5918,120.0,65.0,1,1,1,0,0
VIRTUAL-0548,1,55.7064,18.9991,170.6484,14825.2293,22170.5147,83.8766,0.55536,164.7782,-58.3194,63.5346,79.8862,17.1219,216.0,66.0,1,0,1,1,1
VIRTUAL-0549,1,43.8211,18.7678,116.6454,17778.4667,28339.8873,88.5102,0.68877,107.8923,-11.3459,59.0669,53.896,14.2195,0.0,54.0,0,1,0,1,1
VIRTUAL-0550,1,50.5573,19.3067,133.5214,12163.811,20129.6606,89.7359,0.53569,97.5465,-26.7509,72.1863,91.3519,12.2191,120.0,65.0,1,0,0,1,0
VIRTUAL-0551,1,30.633,13.7472,144.3656,6355.9561,11050.8576,67.9547,0.4885,167.4895,-49.8631,69.8162,51.301,11.3436,96.0,55.0,0,1,1,1,1
VIRTUAL-0552,0,5.1436,16.1045,185.1267,15123.9027,22739.9201,41.1262,0.97913,262.4438,-22.958,92.5462,20.8599,16.5781,168.0,55.0,0,0,0,0,1
VIRTUAL-0553,1,35.487,14.2958,155.4299,6924.0314,10996.9583,23.4493,0.76698,282.9493,-30.6575,73.6879,93.7386,10.8007,72.0,55.0,1,1,1,1,1
VIRTUAL-0554,1,22.399,12.7485,110.9441,6477.0579,10959.8945,28.0979,0.83477,275.967,-33.8679,66.0537,87.8101,9.7506,168.0,65.0,0,1,0,1,0
VIRTUAL-0555,1,57.5576,17.357,195.8097,9875.1697,16124.5887,54.4871,0.49376,196.1148,-45.3246,79.5407,75.8357,14.5867,216.0,67.0,0,1,1,1,1
VIRTUAL-0556,1,47.9335,13.7442,80.571,8595.7052,12484.4286,82.5544,0.52517,123.9989,-28.7368,60.4961,46.033,9.9295,0.0,54.0,1,1,1,1,1
VIRTUAL-0557,1,63.3834,18.4508,171.0776,9590.6057,13737.2739,85.2412,0.52137,155.1143,-16.4548,99.2402,82.1631,14.6535,240.0,68.0,1,0,1,1,1
VIRTUAL-0558,0,11.759,12.0282,56.9674,4743.4168,6174.7938,19.7518,0.60286,290.1311,-14.3869,81.8171,52.5117,8.9354,240.0,65.0,0,0,1,1,1
VIRTUAL-0559,1,29.0656,13.9126,93.6459,9333.7568,13665.9436,7.001,0.32805,273.2434,-29.5489,73.9245,82.5645,11.1523,96.0,55.0,1,0,1,1,0
VIRTUAL-0560,1,47.9135,12.5242,186.9862,7114.6286,10070.0523,68.3262,0.49339,124.9504,-13.2822,80.7287,99.647,9.9904,0.0,54.0,1,1,0,1,1
VIRTUAL-0561,1,44.9116,14.864,183.5674,10948.6782,17247.8939,34.2382,0.62291,229.4775,-33.3776,81.5145,48.1304,14.6705,72.0,55.0,0,0,1,1,0
VIRTUAL-0562,1,41.9309,15.8291,165.2795,14313.276,21899.5831,24.8727,0.47171,253.7062,-14.8723,84.8107,95.0429,15.8171,120.0,65.0,0,0,0,1,1
VIRTUAL-0563,1,35.2981,11.5884,142.8362,4852.0074,7663.8311,15.2907,0.18901,267.4808,-41.641,91.5934,76.0506,10.3883,0.0,55.0,0,1,1,0,0
VIRTUAL-0564,0,28.9944,13.262,192.9497,5271.4646,9082.3207,58.1915,0.13426,197.1999,-13.8277,84.4224,95.712,9.5154,96.0,55.0,0,0,0,0,1
VIRTUAL-0565,1,35.5258,13.0095,138.5674,11244.67,16995.9198,18.675,0.46523,280.5789,-18.3559,70.551,56.3097,12.8779,24.0,55.0,0,0,1,0,0
VIRTUAL-0566,1,34.0119,12.3436,152.8716,9274.8235,14269.8253,20.6024,0.63083,293.5486,-23.5143,73.649,72.9647,10.6924,0.0,55.0,1,1,1,0,0
VIRTUAL-0567,1,65.9213,19.6977,82.1755,15627.2413,25520.993,80.4442,0.38605,140.3547,-37.0281,94.3836,21.1193,15.3493,72.0,65.0,1,1,1,1,0
VIRTUAL-0568,1,52.2439,19.1725,82.8575,14497.7173,20886.0774,78.3388,0.75134,132.9383,-30.6073,98.9221,82.3177,14.5065,168.0,65.0,0,0,1,1,1
VIRTUAL-0569,1,31.9596,18.0074,146.4746,12976.4857,20465.1075,77.6608,0.32001,131.3784,-39.6281,72.4303,49.088,14.8587,96.0,55.0,0,1,1,0,0
VIRTUAL-0570,1,44.221,14.8687,102.4477,9253.8403,13474.4262,68.3675,0.28496,144.3131,-12.6318,99.0586,75.585,11.3987,168.0,65.0,0,0,1,1,0
VIRTUAL-0571,1,25.6881,13.5669,104.7436,8453.3449,11899.7757,9.3574,0.43632,323.9834,-31.7185,58.8216,44.9866,11.3076,240.0,66.0,0,1,1,1,1
VIRTUAL-0572,1,64.7796,19.281,113.1148,17680.0717,28432.0435,83.5747,0.79426,133.7495,-28.5913,81.3545,56.679,13.9489,48.0,55.0,1,0,1,1,1
VIRTUAL-0573,0,39.5255,13.7939,112.1486,5507.6044,9045.2047,67.9672,0.61572,131.3958,-41.2734,83.0602,65.4913,7.6932,120.0,65.0,0,1,1,1,1
VIRTUAL-0574,0,27.5784,15.4098,206.8841,11221.5669,17429.9056,15.4999,0.65326,302.6988,-19.528,65.4931,67.0225,14.5387,216.0,65.0,0,1,1,1,0
VIRTUAL-0575,1,44.2628,11.8407,76.3062,5463.6399,8786.1536,86.708,0.64528,97.8082,-14.4212,89.6676,61.1985,7.8202,48.0,55.0,0,1,1,0,0
VIRTUAL-0576,1,34.6851,11.966,61.546,11196.1021,16570.9167,7.4842,0.36628,290.5829,-51.9447,58.5865,21.5714,10.2169,24.0,55.0,0,0,1,0,1
VIRTUAL-0577,1,54.8718,16.7481,96.3727,14676.9271,22030.6903,57.5289,0.8969,187.3719,-27.4546,66.8888,92.8238,11.82,72.0,55.0,1,1,1,1,0
VIRTUAL-0578,1,34.9191,14.0709,86.7004,12697.4136,18592.5268,30.847,0.78748,271.5422,-35.6332,94.2041,59.0457,13.2335,48.0,55.0,1,0,1,0,1
VIRTUAL-0579,1,34.4607,10.5389,82.5658,11324.9703,15881.9229,11.8969,0.69056,319.8348,-11.8974,94.0252,35.8423,9.0849,0.0,55.0,0,1,0,1,1
VIRTUAL-0580,1,59.5448,15.4941,94.6687,16273.0008,24948.1283,57.3373,0.28517,219.742,-14.4145,98.4316,43.7506,13.2083,24.0,55.0,0,1,1,1,1
VIRTUAL-0581,1,39.6625,15.025,132.4413,9318.9166,12648.7173,60.6109,0.26391,196.7574,-16.9089,66.8852,67.0171,10.3717,24.0,55.0,0,1,0,1,1
VIRTUAL-0582,0,40.9839,19.1072,131.3246,11424.6306,15289.3045,88.2435,0.58847,82.155,-52.4275,67.0096,84.2173,13.167,120.0,65.0,0,1,1,1,1
VIRTUAL-0583,1,22.7856,13.5061,56.5224,7989.7414,11918.4531,9.2572,0.71127,312.0019,-13.6661,93.717,46.0181,8.4577,168.0,65.0,0,1,1,1,0
VIRTUAL-0584,1,37.5445,21.178,202.0969,15032.5742,21903.4985,81.493,0.1011,97.1297,-43.3853,99.2692,69.9137,18.4442,216.0,66.0,1,1,0,0,0
VIRTUAL-0585,1,40.6377,17.5181,213.8881,10107.7841,16138.9613,56.5517,0.44292,205.4866,-59.5347,62.8381,53.8691,14.839,168.0,65.0,0,1,1,1,0
VIRTUAL-0586,1,34.3092,9.8474,183.021,5841.9939,9303.9118,59.5796,0.27432,178.2924,-46.4211,60.224,22.6787,10.4527,0.0,54.0,0,1,1,0,0
VIRTUAL-0587,1,58.4054,16.9097,65.5849,15683.178,24054.4135,70.7867,0.69906,162.6926,-56.5121,60.4004,46.5558,13.8675,0.0,55.0,1,1,1,1,0
VIRTUAL-0588,1,53.3495,16.0411,129.9608,17473.6031,27102.3464,35.438,0.52179,243.3832,-23.8608,58.5984,50.5166,14.5564,72.0,55.0,1,1,1,1,0
VIRTUAL-0589,1,46.4494,16.164,106.5178,14970.8443,20696.6159,44.6964,0.95243,260.5537,-21.9415,72.1388,93.8306,13.3833,24.0,55.0,0,1,1,1,0
VIRTUAL-0590,1,52.7899,14.1696,184.672,11767.1642,18783.1697,56.0362,0.40869,194.4848,-52.1045,79.9502,27.7369,14.5619,72.0,55.0,0,1,1,1,1
VIRTUAL-0591,1,26.424,13.0917,109.1373,11534.6193,18803.5879,15.4792,0.64296,307.7255,-18.8797,80.5442,43.6259,10.7753,120.0,55.0,0,0,1,1,1
VIRTUAL-0592,1,39.7871,17.4272,198.4976,14506.1911,22430.3941,35.6707,0.59818,235.2606,-51.3792,81.3059,59.3513,15.4501,24.0,55.0,1,1,0,1,1
VIRTUAL-0593,0,28.6325,15.8001,90.2561,12982.6257,17940.3645,29.6918,0.21989,256.0763,-35.723,55.0647,52.0209,12.4132,120.0,65.0,1,1,1,0,1
VIRTUAL-0594,1,51.3785,13.3064,204.6022,10597.8294,15392.3654,54.1705,0.255,192.9985,-52.9047,84.7491,20.1012,12.334,0.0,55.0,0,1,1,1,1
